date,ETF,Method,model,hyperparam_method,train_period,val_period,RMSE
2019-08-01,XLF,selectkbest,XGBR,random,60,12,0.04678074438162306
2019-08-01,XLF,shap,LGBMR,optuna,36,12,0.041217091109788995
2019-08-01,XLF,shap,LGBMR,optuna,60,12,0.04121128276082121
2019-08-01,XLF,shap,LGBMR,random,36,12,0.040372769493869226
2019-08-01,XLF,shap,LGBMR,random,60,12,0.040372769493869226
2019-08-01,XLF,shap,RFR,optuna,36,12,0.040469255502606216
2019-08-01,XLF,shap,RFR,optuna,60,12,0.0405689899556871
2019-08-01,XLF,shap,RFR,random,36,12,0.04117295006500531
2019-08-01,XLF,shap,RFR,random,60,12,0.04117295006500531
2019-08-01,XLF,shap,XGBR,optuna,36,12,0.04120249957053318
2019-08-01,XLF,shap,XGBR,optuna,60,12,0.04127335989814719
2019-08-01,XLF,shap,XGBR,random,36,12,0.04119403933640446
2019-08-01,XLF,shap,XGBR,random,60,12,0.04119403933640446
2019-08-01,XLI,causal,LGBMR,optuna,36,12,0.04686426344994323
2019-08-01,XLI,causal,LGBMR,optuna,60,12,0.0474687205058273
2019-08-01,XLI,causal,LGBMR,random,36,12,0.04688154122960183
2019-08-01,XLI,causal,LGBMR,random,60,12,0.04674356627562686
2019-08-01,XLI,causal,RFR,optuna,36,12,0.045831916661989984
2019-08-01,XLI,causal,RFR,optuna,60,12,0.04596264471355355
2019-08-01,XLI,causal,RFR,random,36,12,0.04664875557837925
2019-08-01,XLI,causal,RFR,random,60,12,0.04488022966758628
2019-08-01,XLI,causal,XGBR,optuna,36,12,0.04690601179233313
2019-08-01,XLI,causal,XGBR,optuna,60,12,0.04689135902852387
2019-08-01,XLI,causal,XGBR,random,36,12,0.04622615334622533
2019-08-01,XLI,causal,XGBR,random,60,12,0.0463484415737712
2019-08-01,XLI,selectkbest,LGBMR,optuna,36,12,0.0467505695882843
2019-08-01,XLI,selectkbest,LGBMR,optuna,60,12,0.04677043027847848
2019-08-01,XLI,selectkbest,LGBMR,random,36,12,0.046802898193299816
2019-08-01,XLI,selectkbest,LGBMR,random,60,12,0.046802898193299816
2019-08-01,XLI,selectkbest,RFR,optuna,36,12,0.045729267409484395
2019-08-01,XLI,selectkbest,RFR,optuna,60,12,0.045701722725889724
2019-08-01,XLI,selectkbest,RFR,random,36,12,0.045837562230574475
2019-08-01,XLI,selectkbest,RFR,random,60,12,0.045837562230574475
2019-08-01,XLI,selectkbest,XGBR,optuna,36,12,0.046907738525799346
2019-08-01,XLI,selectkbest,XGBR,optuna,60,12,0.04691822111966832
2019-08-01,XLI,selectkbest,XGBR,random,36,12,0.046899769161007916
2019-08-01,XLI,selectkbest,XGBR,random,60,12,0.046899769161007916
2019-08-01,XLI,shap,LGBMR,optuna,36,12,0.04742287047023499
2019-08-01,XLI,shap,LGBMR,optuna,60,12,0.04758645647748203
2019-08-01,XLI,shap,LGBMR,random,36,12,0.04688154122960183
2019-08-01,XLI,shap,LGBMR,random,60,12,0.04688154122960183
2019-08-01,XLI,shap,RFR,optuna,36,12,0.04813806159913048
2019-08-01,XLI,shap,RFR,optuna,60,12,0.0480104002617446
2019-08-01,XLI,shap,RFR,random,36,12,0.047921303772219294
2019-08-01,XLI,shap,RFR,random,60,12,0.047921303772219294
2019-08-01,XLI,shap,XGBR,optuna,36,12,0.04690663503505994
2019-08-01,XLI,shap,XGBR,optuna,60,12,0.04692175931618656
2019-08-01,XLI,shap,XGBR,random,36,12,0.04692612246376103
2019-08-01,XLI,shap,XGBR,random,60,12,0.04692612246376103
2019-08-01,XLK,causal,LGBMR,optuna,36,12,0.04217142927422865
2019-08-01,XLK,causal,LGBMR,optuna,60,12,0.04224583788435347
2019-08-01,XLK,causal,LGBMR,random,36,12,0.04203434691243718
2019-08-01,XLK,causal,LGBMR,random,60,12,0.041911337191075176
2019-08-01,XLK,causal,RFR,optuna,36,12,0.04182805147696678
2019-08-01,XLK,causal,RFR,optuna,60,12,0.040515332146102236
2019-08-01,XLK,causal,RFR,random,36,12,0.041724304366989956
2019-08-01,XLK,causal,RFR,random,60,12,0.0420030266073552
2019-08-01,XLK,causal,XGBR,optuna,36,12,0.04193143965607021
2019-08-01,XLK,causal,XGBR,optuna,60,12,0.04208734750388596
2019-08-01,XLK,causal,XGBR,random,36,12,0.0422921651231786
2019-08-01,XLK,causal,XGBR,random,60,12,0.04159653378165819
2019-08-01,XLK,selectkbest,LGBMR,optuna,36,12,0.04265813225689903
2019-08-01,XLK,selectkbest,LGBMR,optuna,60,12,0.04274937533394299
2019-08-01,XLK,selectkbest,LGBMR,random,36,12,0.04281039179261678
2019-08-01,XLK,selectkbest,LGBMR,random,60,12,0.04281039179261678
2019-08-01,XLK,selectkbest,RFR,optuna,36,12,0.04733177686194103
2019-08-01,XLK,selectkbest,RFR,optuna,60,12,0.047552685312168524
2019-08-01,XLK,selectkbest,RFR,random,36,12,0.0472551106516333
2019-08-01,XLK,selectkbest,RFR,random,60,12,0.0472551106516333
2019-08-01,XLK,selectkbest,XGBR,optuna,36,12,0.043260909237032255
2019-08-01,XLK,selectkbest,XGBR,optuna,60,12,0.042092501894717915
2019-08-01,XLK,selectkbest,XGBR,random,36,12,0.04351720429592422
2019-08-01,XLK,selectkbest,XGBR,random,60,12,0.04351720429592422
2019-08-01,XLK,shap,LGBMR,optuna,36,12,0.04228631713146478
2019-08-01,XLK,shap,LGBMR,optuna,60,12,0.042307203392057464
2019-08-01,XLK,shap,LGBMR,random,36,12,0.04218352222527259
2019-08-01,XLK,shap,LGBMR,random,60,12,0.04218352222527259
2019-08-01,XLK,shap,RFR,optuna,36,12,0.04033874137493152
2019-08-01,XLK,shap,RFR,optuna,60,12,0.039831500836058985
2019-08-01,XLK,shap,RFR,random,36,12,0.04245715634486914
2019-08-01,XLK,shap,RFR,random,60,12,0.04245715634486914
2019-08-01,XLK,shap,XGBR,optuna,36,12,0.04209510699077776
2019-08-01,XLK,shap,XGBR,optuna,60,12,0.042088558104834334
2019-08-01,XLK,shap,XGBR,random,36,12,0.04218858538788567
2019-08-01,XLK,shap,XGBR,random,60,12,0.04218858538788567
2019-08-01,XLP,causal,LGBMR,optuna,36,12,0.03404634721559335
2019-08-01,XLP,causal,LGBMR,optuna,60,12,0.032829290053284145
2019-08-01,XLP,causal,LGBMR,random,36,12,0.03355155523298663
2019-08-01,XLP,causal,LGBMR,random,60,12,0.033546256871463606
2019-08-01,XLP,causal,RFR,optuna,36,12,0.03364511698566439
2019-08-01,XLP,causal,RFR,optuna,60,12,0.03318407029459657
2019-08-01,XLP,causal,RFR,random,36,12,0.03337975286309825
2019-08-01,XLP,causal,RFR,random,60,12,0.03532398688805284
2019-08-01,XLP,causal,XGBR,optuna,36,12,0.03434162059017353
2019-08-01,XLP,causal,XGBR,optuna,60,12,0.034309934847033104
2019-08-01,XLP,causal,XGBR,random,36,12,0.033405833042803805
2019-08-01,XLP,causal,XGBR,random,60,12,0.03361519554402769
2019-08-01,XLP,selectkbest,LGBMR,optuna,36,12,0.03432783646718882
2019-08-01,XLP,selectkbest,LGBMR,optuna,60,12,0.03413536618062296
2019-08-01,XLP,selectkbest,LGBMR,random,36,12,0.03324774838864214
2019-08-01,XLP,selectkbest,LGBMR,random,60,12,0.03324774838864214
2019-08-01,XLP,selectkbest,RFR,optuna,36,12,0.03651251914611531
2019-08-01,XLP,selectkbest,RFR,optuna,60,12,0.036919573300761996
2019-08-01,XLP,selectkbest,RFR,random,36,12,0.03689163244733763
2019-08-01,XLP,selectkbest,RFR,random,60,12,0.03689163244733763
2019-08-01,XLP,selectkbest,XGBR,optuna,36,12,0.0351690546433954
2019-08-01,XLP,selectkbest,XGBR,optuna,60,12,0.03438464339793985
2019-08-01,XLP,selectkbest,XGBR,random,36,12,0.034857135509561335
2019-08-01,XLP,selectkbest,XGBR,random,60,12,0.034857135509561335
2019-08-01,XLP,shap,LGBMR,optuna,36,12,0.03426211898804959
2019-08-01,XLP,shap,LGBMR,optuna,60,12,0.03425948767646951
2019-08-01,XLP,shap,LGBMR,random,36,12,0.03379222712526208
2019-08-01,XLP,shap,LGBMR,random,60,12,0.03379222712526208
2019-08-01,XLP,shap,RFR,optuna,36,12,0.04047673318784406
2019-08-01,XLP,shap,RFR,optuna,60,12,0.03899290356285154
2019-08-01,XLP,shap,RFR,random,36,12,0.03890584065174174
2019-08-01,XLP,shap,RFR,random,60,12,0.03890584065174174
2019-08-01,XLP,shap,XGBR,optuna,36,12,0.034319666578701204
2019-08-01,XLP,shap,XGBR,optuna,60,12,0.0343726003197536
2019-08-01,XLP,shap,XGBR,random,36,12,0.03492721835962357
2019-08-01,XLP,shap,XGBR,random,60,12,0.03492721835962357
2019-08-01,XLU,causal,LGBMR,optuna,36,12,0.03127801776706489
2019-08-01,XLU,causal,LGBMR,optuna,60,12,0.03055358621557404
2019-08-01,XLU,causal,LGBMR,random,36,12,0.0316282259965767
2019-08-01,XLU,causal,LGBMR,random,60,12,0.03126791356288362
2019-08-01,XLU,causal,RFR,optuna,36,12,0.0319975819001323
2019-08-01,XLU,causal,RFR,optuna,60,12,0.030064813616187718
2019-08-01,XLU,causal,RFR,random,36,12,0.030657147032260766
2019-08-01,XLU,causal,RFR,random,60,12,0.03300004192613128
2019-08-01,XLU,causal,XGBR,optuna,36,12,0.031123887948926024
2019-08-01,XLU,causal,XGBR,optuna,60,12,0.031204729933676054
2019-08-01,XLU,causal,XGBR,random,36,12,0.02972746010299524
2019-08-01,XLU,causal,XGBR,random,60,12,0.028921984551270527
2019-08-01,XLU,selectkbest,LGBMR,optuna,36,12,0.031264601953807106
2019-08-01,XLU,selectkbest,LGBMR,optuna,60,12,0.031347753308870546
2019-08-01,XLU,selectkbest,LGBMR,random,36,12,0.030987163784447276
2019-08-01,XLU,selectkbest,LGBMR,random,60,12,0.030987163784447276
2019-08-01,XLU,selectkbest,RFR,optuna,36,12,0.03140708026714751
2019-08-01,XLU,selectkbest,RFR,optuna,60,12,0.031658640138994366
2019-08-01,XLU,selectkbest,RFR,random,36,12,0.030842930492049406
2019-08-01,XLU,selectkbest,RFR,random,60,12,0.030842930492049406
2019-08-01,XLU,selectkbest,XGBR,optuna,36,12,0.032934911135576984
2019-08-01,XLU,selectkbest,XGBR,optuna,60,12,0.031211425777910938
2019-08-01,XLU,selectkbest,XGBR,random,36,12,0.030577781379660496
2019-08-01,XLU,selectkbest,XGBR,random,60,12,0.030577781379660496
2019-08-01,XLU,shap,LGBMR,optuna,36,12,0.031025084456833787
2019-08-01,XLU,shap,LGBMR,optuna,60,12,0.03115094037996527
2019-08-01,XLU,shap,LGBMR,random,36,12,0.029609173577488986
2019-08-01,XLU,shap,LGBMR,random,60,12,0.029609173577488986
2019-08-01,XLU,shap,RFR,optuna,36,12,0.02809178630791672
2019-08-01,XLU,shap,RFR,optuna,60,12,0.027098765454586643
2019-08-01,XLU,shap,RFR,random,36,12,0.027113305224519595
2019-08-01,XLU,shap,RFR,random,60,12,0.027113305224519595
2019-08-01,XLU,shap,XGBR,optuna,36,12,0.027433505293578457
2019-08-01,XLU,shap,XGBR,optuna,60,12,0.028369617195059933
2019-08-01,XLU,shap,XGBR,random,36,12,0.0272851708042642
2019-08-01,XLU,shap,XGBR,random,60,12,0.0272851708042642
2019-08-01,XLV,causal,LGBMR,optuna,36,12,0.04124029190361521
2019-08-01,XLV,causal,LGBMR,optuna,60,12,0.040795452067349525
2019-08-01,XLV,causal,LGBMR,random,36,12,0.041605110042598974
2019-08-01,XLV,causal,LGBMR,random,60,12,0.041367796623102665
2019-08-01,XLV,causal,RFR,optuna,36,12,0.041200356580197876
2019-08-01,XLV,causal,RFR,optuna,60,12,0.03935322585785175
2019-08-01,XLV,causal,RFR,random,36,12,0.040611326227193933
2019-08-01,XLV,causal,RFR,random,60,12,0.0419781667074976
2019-08-01,XLV,causal,XGBR,optuna,36,12,0.04204974493778842
2019-08-01,XLV,causal,XGBR,optuna,60,12,0.04213817544204753
2019-08-01,XLV,causal,XGBR,random,36,12,0.04106746500307186
2019-08-01,XLV,causal,XGBR,random,60,12,0.041535797803487304
2019-08-01,XLV,selectkbest,LGBMR,optuna,36,12,0.04043455570056266
2019-08-01,XLV,selectkbest,LGBMR,optuna,60,12,0.03959241550044294
2019-08-01,XLV,selectkbest,LGBMR,random,36,12,0.040071441669870464
2019-08-01,XLV,selectkbest,LGBMR,random,60,12,0.040071441669870464
2019-08-01,XLV,selectkbest,RFR,optuna,36,12,0.039844398050077154
2019-08-01,XLV,selectkbest,RFR,optuna,60,12,0.03985588546639882
2019-08-01,XLV,selectkbest,RFR,random,36,12,0.0398772693707183
2019-08-01,XLV,selectkbest,RFR,random,60,12,0.0398772693707183
2019-08-01,XLV,selectkbest,XGBR,optuna,36,12,0.04190608056408731
2019-08-01,XLV,selectkbest,XGBR,optuna,60,12,0.041689909292403196
2019-08-01,XLV,selectkbest,XGBR,random,36,12,0.04041834332367898
2019-08-01,XLV,selectkbest,XGBR,random,60,12,0.04041834332367898
2019-08-01,XLV,shap,LGBMR,optuna,36,12,0.040387765976386755
2019-08-01,XLV,shap,LGBMR,optuna,60,12,0.04007831350789581
2019-08-01,XLV,shap,LGBMR,random,36,12,0.040051733662760526
2019-08-01,XLV,shap,LGBMR,random,60,12,0.040051733662760526
2019-08-01,XLV,shap,RFR,optuna,36,12,0.04082333434757393
2019-08-01,XLV,shap,RFR,optuna,60,12,0.04062738168352395
2019-08-01,XLV,shap,RFR,random,36,12,0.040828230920357145
2019-08-01,XLV,shap,RFR,random,60,12,0.040828230920357145
2019-08-01,XLV,shap,XGBR,optuna,36,12,0.04212472051844835
2019-08-01,XLV,shap,XGBR,optuna,60,12,0.042133223955418714
2019-08-01,XLV,shap,XGBR,random,36,12,0.040577907848930846
2019-08-01,XLV,shap,XGBR,random,60,12,0.040577907848930846
2019-08-01,XLY,causal,LGBMR,optuna,36,12,0.03711687511171219
2019-08-01,XLY,causal,LGBMR,optuna,60,12,0.037345020132200285
2019-08-01,XLY,causal,LGBMR,random,36,12,0.03750141260325446
2019-08-01,XLY,causal,LGBMR,random,60,12,0.03800644065314058
2019-08-01,XLY,causal,RFR,optuna,36,12,0.03571269990710542
2019-08-01,XLY,causal,RFR,optuna,60,12,0.035537865758846994
2019-08-01,XLY,causal,RFR,random,36,12,0.0366080878479695
2019-08-01,XLY,causal,RFR,random,60,12,0.035762338801751795
2019-08-01,XLY,causal,XGBR,optuna,36,12,0.03809627006369768
2019-08-01,XLY,causal,XGBR,optuna,60,12,0.03810559789257447
2019-08-01,XLY,causal,XGBR,random,36,12,0.035717201878358376
2019-08-01,XLY,causal,XGBR,random,60,12,0.03589239821370941
2019-08-01,XLY,selectkbest,LGBMR,optuna,36,12,0.03733018823028188
2019-08-01,XLY,selectkbest,LGBMR,optuna,60,12,0.03725005100024555
2019-08-01,XLY,selectkbest,LGBMR,random,36,12,0.03744513942956347
2019-08-01,XLY,selectkbest,LGBMR,random,60,12,0.03744513942956347
2019-08-01,XLY,selectkbest,RFR,optuna,36,12,0.03793900325105865
2019-08-01,XLY,selectkbest,RFR,optuna,60,12,0.037934304565032016
2019-08-01,XLY,selectkbest,RFR,random,36,12,0.03803370891964287
2019-08-01,XLY,selectkbest,RFR,random,60,12,0.03803370891964287
2019-08-01,XLY,selectkbest,XGBR,optuna,36,12,0.038090274155549386
2019-08-01,XLY,selectkbest,XGBR,optuna,60,12,0.038145995578565836
2019-08-01,XLY,selectkbest,XGBR,random,36,12,0.038115857706958085
2019-08-01,XLY,selectkbest,XGBR,random,60,12,0.038115857706958085
2019-08-01,XLY,shap,LGBMR,optuna,36,12,0.0376943602846834
2019-08-01,XLY,shap,LGBMR,optuna,60,12,0.03783469544821077
2019-08-01,XLY,shap,LGBMR,random,36,12,0.03703474921885569
2019-08-01,XLY,shap,LGBMR,random,60,12,0.03703474921885569
2019-08-01,XLY,shap,RFR,optuna,36,12,0.03637465281690511
2019-08-01,XLY,shap,RFR,optuna,60,12,0.036431576133336925
2019-08-01,XLY,shap,RFR,random,36,12,0.036539081184281785
2019-08-01,XLY,shap,RFR,random,60,12,0.036539081184281785
2019-08-01,XLY,shap,XGBR,optuna,36,12,0.03812790756216137
2019-08-01,XLY,shap,XGBR,optuna,60,12,0.038144774481339905
2019-08-01,XLY,shap,XGBR,random,36,12,0.03685331924461516
2019-08-01,XLY,shap,XGBR,random,60,12,0.03685331924461516
2019-09-03,IYR,causal,LGBMR,optuna,36,12,0.03615348296408913
2019-09-03,IYR,causal,LGBMR,optuna,60,12,0.036197424754226055
2019-09-03,IYR,causal,LGBMR,random,36,12,0.03615449461529127
2019-09-03,IYR,causal,LGBMR,random,60,12,0.035911872912373674
2019-09-03,IYR,causal,RFR,optuna,36,12,0.039454624787278084
2019-09-03,IYR,causal,RFR,optuna,60,12,0.03648320055727442
2019-09-03,IYR,causal,RFR,random,36,12,0.038798906963108976
2019-09-03,IYR,causal,RFR,random,60,12,0.03813534093059296
2019-09-03,IYR,causal,XGBR,optuna,36,12,0.039637804853470494
2019-09-03,IYR,causal,XGBR,optuna,60,12,0.04033246215728556
2019-09-03,IYR,causal,XGBR,random,36,12,0.036774577132713995
2019-09-03,IYR,causal,XGBR,random,60,12,0.03764453426074648
2019-09-03,IYR,selectkbest,LGBMR,optuna,36,12,0.038480203083311834
2019-09-03,IYR,selectkbest,LGBMR,optuna,60,12,0.03876714195641152
2019-09-03,IYR,selectkbest,LGBMR,random,36,12,0.03816357915480981
2019-09-03,IYR,selectkbest,LGBMR,random,60,12,0.03816357915480981
2019-09-03,IYR,selectkbest,RFR,optuna,36,12,0.03686254636843214
2019-09-03,IYR,selectkbest,RFR,optuna,60,12,0.03682639447037381
2019-09-03,IYR,selectkbest,RFR,random,36,12,0.03743877014102183
2019-09-03,IYR,selectkbest,RFR,random,60,12,0.03743877014102183
2019-09-03,IYR,selectkbest,XGBR,optuna,36,12,0.038338494887979094
2019-09-03,IYR,selectkbest,XGBR,optuna,60,12,0.0403350380102416
2019-09-03,IYR,selectkbest,XGBR,random,36,12,0.0383027913394253
2019-09-03,IYR,selectkbest,XGBR,random,60,12,0.0383027913394253
2019-09-03,IYR,shap,LGBMR,optuna,36,12,0.03713706854332728
2019-09-03,IYR,shap,LGBMR,optuna,60,12,0.03736068729978345
2019-09-03,IYR,shap,LGBMR,random,36,12,0.03739121204907252
2019-09-03,IYR,shap,LGBMR,random,60,12,0.03739121204907252
2019-09-03,IYR,shap,RFR,optuna,36,12,0.03736323145739772
2019-09-03,IYR,shap,RFR,optuna,60,12,0.037385858727931306
2019-09-03,IYR,shap,RFR,random,36,12,0.03757430181256288
2019-09-03,IYR,shap,RFR,random,60,12,0.03757430181256288
2019-09-03,IYR,shap,XGBR,optuna,36,12,0.03766406088041368
2019-09-03,IYR,shap,XGBR,optuna,60,12,0.04037062180863551
2019-09-03,IYR,shap,XGBR,random,36,12,0.03674189888274668
2019-09-03,IYR,shap,XGBR,random,60,12,0.03674189888274668
2019-09-03,SPY,causal,LGBMR,optuna,36,12,0.02504332191408192
2019-09-03,SPY,causal,LGBMR,optuna,60,12,0.025362534856804293
2019-09-03,SPY,causal,LGBMR,random,36,12,0.02553034109398271
2019-09-03,SPY,causal,LGBMR,random,60,12,0.026077732689538346
2019-09-03,SPY,causal,RFR,optuna,36,12,0.024448683777920845
2019-09-03,SPY,causal,RFR,optuna,60,12,0.023845288069238857
2019-09-03,SPY,causal,RFR,random,36,12,0.02286606882393713
2019-09-03,SPY,causal,RFR,random,60,12,0.02250997895166279
2019-09-03,SPY,causal,XGBR,optuna,36,12,0.025397723632817008
2019-09-03,SPY,causal,XGBR,optuna,60,12,0.025423238245577334
2019-09-03,SPY,causal,XGBR,random,36,12,0.02539448187913581
2019-09-03,SPY,causal,XGBR,random,60,12,0.02539448187913581
2019-09-03,SPY,selectkbest,LGBMR,optuna,36,12,0.024869625220971775
2019-09-03,SPY,selectkbest,LGBMR,optuna,60,12,0.024956879105235485
2019-09-03,SPY,selectkbest,LGBMR,random,36,12,0.025168118757098217
2019-09-03,SPY,selectkbest,LGBMR,random,60,12,0.025168118757098217
2019-09-03,SPY,selectkbest,RFR,optuna,36,12,0.022230580785334002
2019-09-03,SPY,selectkbest,RFR,optuna,60,12,0.021822082893827806
2019-09-03,SPY,selectkbest,RFR,random,36,12,0.022562488454837822
2019-09-03,SPY,selectkbest,RFR,random,60,12,0.022562488454837822
2019-09-03,SPY,selectkbest,XGBR,optuna,36,12,0.024496147757201138
2019-09-03,SPY,selectkbest,XGBR,optuna,60,12,0.025410761887123365
2019-09-03,SPY,selectkbest,XGBR,random,36,12,0.02539448187913581
2019-09-03,SPY,selectkbest,XGBR,random,60,12,0.02539448187913581
2019-09-03,SPY,shap,LGBMR,optuna,36,12,0.026407125495644643
2019-09-03,SPY,shap,LGBMR,optuna,60,12,0.026923185936713234
2019-09-03,SPY,shap,LGBMR,random,36,12,0.02730286082537684
2019-09-03,SPY,shap,LGBMR,random,60,12,0.02730286082537684
2019-09-03,SPY,shap,RFR,optuna,36,12,0.023841005393458785
2019-09-03,SPY,shap,RFR,optuna,60,12,0.024196264367433475
2019-09-03,SPY,shap,RFR,random,36,12,0.024947552324902887
2019-09-03,SPY,shap,RFR,random,60,12,0.024947552324902887
2019-09-03,SPY,shap,XGBR,optuna,36,12,0.02541423381845569
2019-09-03,SPY,shap,XGBR,optuna,60,12,0.025388829295525786
2019-09-03,SPY,shap,XGBR,random,36,12,0.024737910780835294
2019-09-03,SPY,shap,XGBR,random,60,12,0.024737910780835294
2019-09-03,VOX,causal,LGBMR,optuna,36,12,0.03476286995128546
2019-09-03,VOX,causal,LGBMR,optuna,60,12,0.032638505756408386
2019-09-03,VOX,causal,LGBMR,random,36,12,0.030340517164861726
2019-09-03,VOX,causal,LGBMR,random,60,12,0.03235953376725212
2019-09-03,VOX,causal,RFR,optuna,36,12,0.03339184353342729
2019-09-03,VOX,causal,RFR,optuna,60,12,0.033774154579672054
2019-09-03,VOX,causal,RFR,random,36,12,0.03457557926804795
2019-09-03,VOX,causal,RFR,random,60,12,0.03337758933449947
2019-09-03,VOX,causal,XGBR,optuna,36,12,0.034012469838562175
2019-09-03,VOX,causal,XGBR,optuna,60,12,0.033968658384434386
2019-09-03,VOX,causal,XGBR,random,36,12,0.03216917441262346
2019-09-03,VOX,causal,XGBR,random,60,12,0.0326705814727664
2019-09-03,VOX,selectkbest,LGBMR,optuna,36,12,0.033256444353635
2019-09-03,VOX,selectkbest,LGBMR,optuna,60,12,0.03336038490094871
2019-09-03,VOX,selectkbest,LGBMR,random,36,12,0.03295761458816976
2019-09-03,VOX,selectkbest,LGBMR,random,60,12,0.03295761458816976
2019-09-03,VOX,selectkbest,RFR,optuna,36,12,0.030967665715598572
2019-09-03,VOX,selectkbest,RFR,optuna,60,12,0.03094711039812169
2019-09-03,VOX,selectkbest,RFR,random,36,12,0.031001919750038454
2019-09-03,VOX,selectkbest,RFR,random,60,12,0.031001919750038454
2019-09-03,VOX,selectkbest,XGBR,optuna,36,12,0.03397176673282701
2019-09-03,VOX,selectkbest,XGBR,optuna,60,12,0.033663664083707884
2019-09-03,VOX,selectkbest,XGBR,random,36,12,0.03320719389087387
2019-09-03,VOX,selectkbest,XGBR,random,60,12,0.03320719389087387
2019-09-03,VOX,shap,LGBMR,optuna,36,12,0.034866957629978955
2019-09-03,VOX,shap,LGBMR,optuna,60,12,0.03468672649813437
2019-09-03,VOX,shap,LGBMR,random,36,12,0.034911158633807164
2019-09-03,VOX,shap,LGBMR,random,60,12,0.034911158633807164
2019-09-03,VOX,shap,RFR,optuna,36,12,0.032634813911028994
2019-09-03,VOX,shap,RFR,optuna,60,12,0.032289441991020226
2019-09-03,VOX,shap,RFR,random,36,12,0.03258049036457378
2019-09-03,VOX,shap,RFR,random,60,12,0.03258049036457378
2019-09-03,VOX,shap,XGBR,optuna,36,12,0.03392941250382622
2019-09-03,VOX,shap,XGBR,optuna,60,12,0.03664776582073691
2019-09-03,VOX,shap,XGBR,random,36,12,0.03415115523717267
2019-09-03,VOX,shap,XGBR,random,60,12,0.03415115523717267
2019-09-03,XLB,causal,LGBMR,optuna,36,12,0.039377647989358694
2019-09-03,XLB,causal,LGBMR,optuna,60,12,0.03970285467339803
2019-09-03,XLB,causal,LGBMR,random,36,12,0.039746952683014494
2019-09-03,XLB,causal,LGBMR,random,60,12,0.039746952683014494
2019-09-03,XLB,causal,RFR,optuna,36,12,0.03701546320617342
2019-09-03,XLB,causal,RFR,optuna,60,12,0.03716589733577931
2019-09-03,XLB,causal,RFR,random,36,12,0.037796090690394475
2019-09-03,XLB,causal,RFR,random,60,12,0.03927900924562586
2019-09-03,XLB,causal,XGBR,optuna,36,12,0.039787931922937836
2019-09-03,XLB,causal,XGBR,optuna,60,12,0.03980133507562143
2019-09-03,XLB,causal,XGBR,random,36,12,0.03971539355217631
2019-09-03,XLB,causal,XGBR,random,60,12,0.03944876275500793
2019-09-03,XLB,selectkbest,LGBMR,optuna,36,12,0.03971300562266059
2019-09-03,XLB,selectkbest,LGBMR,optuna,60,12,0.03968621670536158
2019-09-03,XLB,selectkbest,LGBMR,random,36,12,0.0381669754325171
2019-09-03,XLB,selectkbest,LGBMR,random,60,12,0.0381669754325171
2019-09-03,XLB,selectkbest,RFR,optuna,36,12,0.039802092517269905
2019-09-03,XLB,selectkbest,RFR,optuna,60,12,0.039768767815796136
2019-09-03,XLB,selectkbest,RFR,random,36,12,0.04012974150742339
2019-09-03,XLB,selectkbest,RFR,random,60,12,0.04012974150742339
2019-09-03,XLB,selectkbest,XGBR,optuna,36,12,0.03974375127609332
2019-09-03,XLB,selectkbest,XGBR,optuna,60,12,0.03977547328467683
2019-09-03,XLB,selectkbest,XGBR,random,36,12,0.0398098127637614
2019-09-03,XLB,selectkbest,XGBR,random,60,12,0.0398098127637614
2019-09-03,XLB,shap,LGBMR,optuna,36,12,0.03955410297780412
2019-09-03,XLB,shap,LGBMR,optuna,60,12,0.03969955514673645
2019-09-03,XLB,shap,LGBMR,random,36,12,0.03950340941990887
2019-09-03,XLB,shap,LGBMR,random,60,12,0.03950340941990887
2019-09-03,XLB,shap,RFR,optuna,36,12,0.03650254144895042
2019-09-03,XLB,shap,RFR,optuna,60,12,0.03717971128360285
2019-09-03,XLB,shap,RFR,random,36,12,0.03741320349307528
2019-09-03,XLB,shap,RFR,random,60,12,0.03741320349307528
2019-09-03,XLB,shap,XGBR,optuna,36,12,0.039771453898727105
2019-09-03,XLB,shap,XGBR,optuna,60,12,0.03983824036469725
2019-09-03,XLB,shap,XGBR,random,36,12,0.039867629188003
2019-09-03,XLB,shap,XGBR,random,60,12,0.039867629188003
2019-09-03,XLE,causal,LGBMR,optuna,36,12,0.054229552622371044
2019-09-03,XLE,causal,LGBMR,optuna,60,12,0.05415692380894717
2019-09-03,XLE,causal,LGBMR,random,36,12,0.05528464294695329
2019-09-03,XLE,causal,LGBMR,random,60,12,0.055156485863673395
2019-09-03,XLE,causal,RFR,optuna,36,12,0.05229796617565797
2019-09-03,XLE,causal,RFR,optuna,60,12,0.05629788670323642
2019-09-03,XLE,causal,RFR,random,36,12,0.05488608369093467
2019-09-03,XLE,causal,RFR,random,60,12,0.05385285855106306
2019-09-03,XLE,causal,XGBR,optuna,36,12,0.051044157821014124
2019-09-03,XLE,causal,XGBR,optuna,60,12,0.05313662551728193
2019-09-03,XLE,causal,XGBR,random,36,12,0.056488916100848836
2019-09-03,XLE,causal,XGBR,random,60,12,0.05689483139867206
2019-09-03,XLE,selectkbest,LGBMR,optuna,36,12,0.04879507384610379
2019-09-03,XLE,selectkbest,LGBMR,optuna,60,12,0.04915467391735334
2019-09-03,XLE,selectkbest,LGBMR,random,36,12,0.048895607462458864
