subsample,reg_lambda,reg_alpha,n_estimators,max_depth,learning_rate,gamma,colsample_bytree,Modelo,Metodo,ETF,date
61,0.05110946943125917,12,0.8212240164875791,0.6015776907731348,0.003205072388456978,0.07627573695705686,1.7897233744633596,XGBR,optuna,XLU,2019-11-01
53,0.06483192058632083,7,0.7669705579596913,0.6793586475483159,0.0006162695647201552,0.1019368544737313,1.5256318785769776,XGBR,optuna,XLF,2019-11-01
61,0.09348401068359599,12,0.6066145045084481,0.7858743782121449,0.45983995165146635,0.12200530470939114,1.2174092966899968,XGBR,optuna,SPY,2019-11-01
94,0.0683742497627621,12,0.7321732953784207,0.7329174993200541,0.3542618361484914,0.052311755155121466,1.1164765291621466,XGBR,optuna,XLK,2019-11-01
88,0.0806111117998772,13,0.7182971394776114,0.627500381299302,0.002839660071979444,0.08768465870431158,1.1958457683753478,XGBR,optuna,XLV,2019-11-01
100,0.05563359437437453,7,0.8268522030776311,0.625032920512102,0.43595994908199803,0.08744090286115319,1.6140827694485171,XGBR,optuna,IYR,2019-11-01
50,0.08297970464239757,11,0.7497887046496289,0.6735005107660174,0.2905957219314616,0.08963243946944188,1.5792741634468508,XGBR,optuna,XLB,2019-12-02
55,0.09915205220342856,14,0.6006924541293005,0.6515721724941056,0.38090017845965873,0.006647452859881061,1.406888977595511,XGBR,optuna,XLF,2019-12-02
66,0.07352011939455677,9,0.6850531975857554,0.6592404555118485,0.4258032413663477,0.04653452101397709,1.1205103846504612,XGBR,optuna,XLP,2019-12-02
57,0.0776986363514974,9,0.7254227616950648,0.7393936863454773,0.18044207888562097,0.0035131266826451957,1.1479879110967022,XGBR,optuna,XLI,2019-12-02
67,0.07685528043520298,8,0.660741173064689,0.77139962502242,0.28939261257364296,0.24012009443979856,1.433955011398208,XGBR,optuna,XLY,2019-12-02
59,0.0706382324991044,7,0.6588071896693938,0.6898061243673144,0.40996804900377876,0.03884786110758698,1.2211549577893313,XGBR,optuna,VOX,2019-12-02
82,0.08455365959943373,12,0.6059611040569708,0.6288775515908852,0.3983994128278142,0.10917938330503835,1.827621819607084,XGBR,optuna,XLK,2019-12-02
83,0.08134718682595474,5,0.7529247041469774,0.7937982711677538,0.07750551772249537,0.00521285077916972,1.9377108061226858,XGBR,optuna,XLV,2019-12-02
100,0.06783768433908663,15,0.6193154374359713,0.7971249218562901,0.00363274836173463,0.32377789321405426,1.4440265045971497,XGBR,optuna,XLE,2019-12-02
79,0.06223202805010642,8,0.6618900009983754,0.7463773066234478,0.4811062765129966,0.07427186902635258,1.7330996556337166,XGBR,optuna,XLU,2019-12-02
100,0.08520953366369015,10,0.7355176233044923,0.7414622586834128,0.4570594649267934,0.08803438478581943,1.513898686448829,XGBR,optuna,IYR,2019-12-02
69,0.08169164355025418,13,0.6145764629765537,0.7849681337510214,0.033434442327408005,0.17197431916938294,1.4334038820108994,XGBR,optuna,SPY,2019-12-02
50,0.09706687129734955,15,0.6029180868730583,0.7967825738049664,0.13466243682475137,0.006951253307311993,1.0392573742397793,XGBR,optuna,XLB,2020-01-02
60,0.07103576069679321,14,0.6306915096656557,0.6980841984516329,0.4174885169906065,0.007217453379836572,1.7010022108168465,XGBR,optuna,XLK,2020-01-02
75,0.0881518503588465,10,0.641067275818847,0.667794132568539,0.4060809992233622,0.08120317281079742,1.4726047544498129,XGBR,optuna,XLI,2020-01-02
64,0.08409040384437452,10,0.8031762523032987,0.6149064696589295,0.007225114274030664,0.13883177836682503,1.490897254303627,XGBR,optuna,XLE,2020-01-02
75,0.0684306610050194,7,0.6028803807608941,0.6693291804738648,0.35233353747211255,0.04628959869266595,1.293805486511427,XGBR,optuna,XLF,2020-01-02
87,0.07088386524544871,13,0.614477807739364,0.601333084804011,0.18274204533140773,0.0949463340310013,1.7792287256341757,XGBR,optuna,XLY,2020-01-02
93,0.06772952437583363,9,0.7263502707145122,0.6077018862729802,0.29813933672919285,0.05832886208522314,1.0303827132715937,XGBR,optuna,XLV,2020-01-02
85,0.09579031299626704,14,0.7756593461110112,0.7709016474225071,0.03760830141829208,0.04510757982209912,1.3551081499146653,XGBR,optuna,XLU,2020-01-02
93,0.08525145004379871,13,0.7926847245541354,0.6862305855189024,0.002243901971874968,0.009269154579286426,1.1208425544933067,XGBR,optuna,XLP,2020-01-02
90,0.07239275415896389,7,0.812627226986291,0.6447012892740742,0.37676714307114256,0.0013763944247230375,1.578019785557907,XGBR,optuna,IYR,2020-01-02
100,0.05088087526589721,5,0.8097580752538565,0.6083368904309638,0.47870464613308755,0.007627346548724524,1.151101911685994,XGBR,optuna,VOX,2020-01-02
86,0.08207485257536881,6,0.6132047161317455,0.7678107390998294,0.15064766002670094,0.10955940724170438,1.7577827810830091,XGBR,optuna,SPY,2020-01-02
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLP,2019-01-03
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLF,2019-01-03
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLE,2019-01-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLV,2019-01-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLY,2019-01-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLK,2019-01-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,IYR,2019-01-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLU,2019-01-03
0.6,1,0,500,7,0.01,0,0.7,XGBR,random,XLB,2019-01-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,VOX,2019-01-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLI,2019-01-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,SPY,2019-01-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLP,2019-02-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLK,2019-02-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLB,2019-02-01
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLF,2019-02-01
0.6,1,0,500,3,0.01,0,0.5,XGBR,random,XLY,2019-02-01
0.6,1,0,500,3,0.01,0,0.5,XGBR,random,XLU,2019-02-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLE,2019-02-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,VOX,2019-02-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,IYR,2019-02-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLV,2019-02-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLI,2019-02-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,SPY,2019-02-01
0.8,1,0.1,25,3,0.05,0.5,0.5,XGBR,random,XLB,2019-03-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLK,2019-03-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLP,2019-03-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLY,2019-03-01
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLF,2019-03-01
0.8,1,0.1,25,3,0.05,0.5,0.5,XGBR,random,SPY,2019-03-01
0.6,1,0,500,3,0.01,0,0.5,XGBR,random,XLU,2019-03-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLV,2019-03-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLE,2019-03-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,VOX,2019-03-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLI,2019-03-01
0.6,1,0,500,7,0.01,0,0.7,XGBR,random,IYR,2019-03-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLP,2019-04-01
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLF,2019-04-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLU,2019-04-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLE,2019-04-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,SPY,2019-04-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLI,2019-04-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLK,2019-04-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLB,2019-04-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLV,2019-04-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLY,2019-04-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,IYR,2019-04-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,VOX,2019-04-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLK,2019-05-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLF,2019-05-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLV,2019-05-01
0.6,1,0,500,7,0.01,0,0.7,XGBR,random,XLP,2019-05-01
0.8,1,0.1,25,3,0.05,0.5,0.5,XGBR,random,XLB,2019-05-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLY,2019-05-01
0.6,1,0,500,7,0.01,0,0.7,XGBR,random,XLU,2019-05-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLE,2019-05-01
0.6,1,0,500,7,0.01,0,0.7,XGBR,random,IYR,2019-05-01
0.8,1,0,500,7,0.01,0,0.5,XGBR,random,VOX,2019-05-01
0.8,1,0,500,7,0.01,0,0.5,XGBR,random,SPY,2019-05-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLI,2019-05-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLK,2019-06-03
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLV,2019-06-03
0.6,1,0,500,3,0.01,0,0.5,XGBR,random,XLU,2019-06-03
0.8,1,0,500,7,0.01,0,0.5,XGBR,random,XLP,2019-06-03
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLB,2019-06-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLY,2019-06-03
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,SPY,2019-06-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,IYR,2019-06-03
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLE,2019-06-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLF,2019-06-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,VOX,2019-06-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLI,2019-06-03
0.6,1,0,500,3,0.01,0,0.5,XGBR,random,XLP,2019-07-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLK,2019-07-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLF,2019-07-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLV,2019-07-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLI,2019-07-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLE,2019-07-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLB,2019-07-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLY,2019-07-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLU,2019-07-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,IYR,2019-07-01
0.6,1,0,500,3,0.01,0,0.5,XGBR,random,SPY,2019-07-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,VOX,2019-07-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLP,2019-08-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLK,2019-08-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLV,2019-08-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLY,2019-08-01
0.6,1,0,25,7,0.05,0.5,0.5,XGBR,random,VOX,2019-08-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,IYR,2019-08-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLI,2019-08-01
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLF,2019-08-01
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLB,2019-08-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLU,2019-08-01
0.8,1.5,0.1,500,7,0.01,0.5,0.5,XGBR,random,XLE,2019-08-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,SPY,2019-08-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLK,2019-09-03
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLU,2019-09-03
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLB,2019-09-03
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLF,2019-09-03
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLE,2019-09-03
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLV,2019-09-03
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,IYR,2019-09-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLY,2019-09-03
0.6,1,0,500,7,0.01,0,0.7,XGBR,random,XLP,2019-09-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLI,2019-09-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,VOX,2019-09-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,SPY,2019-09-03
0.8,1,0.1,25,3,0.05,0.5,0.5,XGBR,random,XLB,2019-10-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLK,2019-10-01
0.6,1,0,500,7,0.01,0,0.7,XGBR,random,XLP,2019-10-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLI,2019-10-01
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLF,2019-10-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLU,2019-10-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,IYR,2019-10-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLY,2019-10-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLV,2019-10-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,VOX,2019-10-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLE,2019-10-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,SPY,2019-10-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLE,2019-11-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLI,2019-11-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLK,2019-11-01
0.8,1,0.1,25,3,0.05,0.5,0.5,XGBR,random,XLB,2019-11-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLF,2019-11-01
0.6,1,0,500,7,0.01,0,0.7,XGBR,random,XLP,2019-11-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLU,2019-11-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,IYR,2019-11-01
0.6,1.5,0.1,25,7,0.05,0.5,0.7,XGBR,random,SPY,2019-11-01
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,VOX,2019-11-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLY,2019-11-01
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLV,2019-11-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLI,2019-12-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLF,2019-12-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLY,2019-12-02
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLK,2019-12-02
0.6,1.5,0,25,3,0.05,0.5,0.7,XGBR,random,VOX,2019-12-02
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLP,2019-12-02
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLV,2019-12-02
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,SPY,2019-12-02
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLU,2019-12-02
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLE,2019-12-02
0.8,1,0.1,25,3,0.05,0.5,0.5,XGBR,random,XLB,2019-12-02
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,IYR,2019-12-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLK,2020-01-02
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLP,2020-01-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLY,2020-01-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLF,2020-01-02
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,IYR,2020-01-02
0.6,1,0,500,3,0.01,0,0.5,XGBR,random,XLU,2020-01-02
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,VOX,2020-01-02
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLB,2020-01-02
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLV,2020-01-02
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLI,2020-01-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLE,2020-01-02
0.8,1,0,500,7,0.01,0,0.5,XGBR,random,SPY,2020-01-02
57,0.050127295066133656,6,0.6010936441014934,0.690182374151682,0.0023392734183533817,0.15457734507154985,1.5276825331356274,XGBR,optuna,XLE,2019-01-03
66,0.055737209316830405,7,0.750504541281757,0.7107160245188383,0.3814450716794801,0.05067643864002169,1.1541646099064635,XGBR,optuna,XLB,2019-01-03
56,0.08555887614539275,6,0.7048162182994786,0.7190912783646077,0.0618975564893914,0.06300459447913426,1.7706963092334869,XGBR,optuna,XLK,2019-01-03
77,0.05578867131082172,5,0.7374455690109738,0.7571424321427263,0.0018104492980028745,0.05088545579884433,1.3858685410081966,XGBR,optuna,XLI,2019-01-03
54,0.08335375433047687,9,0.6986947273414171,0.7104345611859882,0.45436868891301074,0.0028583928099237903,1.4186405569604972,XGBR,optuna,XLV,2019-01-03
71,0.08360182494781113,12,0.6682124528297744,0.7081676824664692,0.4997070151797919,0.013569777387493431,1.589340033955668,XGBR,optuna,XLP,2019-01-03
68,0.0606264402516084,9,0.6021908351005576,0.7047835357206839,0.382994380734094,0.07408029973868842,1.4695937359966749,XGBR,optuna,XLF,2019-01-03
69,0.07430186731058615,10,0.7817522610581886,0.7245703857717463,0.00034470315249460204,0.15519963472712564,1.2030308520826618,XGBR,optuna,XLY,2019-01-03
60,0.07286864701255094,12,0.6194021653352094,0.656430549833148,0.0010440369193226312,0.017475971790804776,1.1681034633860088,XGBR,optuna,IYR,2019-01-03
100,0.07393781316432682,11,0.7907801064838138,0.6386118384516342,0.160546832588177,0.057573492092686716,1.2300802377565814,XGBR,optuna,XLU,2019-01-03
87,0.08737909674851613,7,0.6684148503659229,0.6928624920350563,0.2781323419348207,0.14601919533832142,1.340073187525054,XGBR,optuna,SPY,2019-01-03
85,0.09390628336344262,6,0.6748203548439775,0.7607276072975931,0.1475062219513748,0.048799786011707535,1.3594140649981539,XGBR,optuna,VOX,2019-01-03
50,0.08970666314757149,15,0.6082442364288484,0.6002809770325871,0.3855735673510279,0.13329643282813267,1.6250803727580387,XGBR,optuna,XLB,2019-02-01
60,0.09473419283909186,11,0.650853676327609,0.7630903125783559,0.0030457138074790873,0.04859232575722458,1.0922699385894898,XGBR,optuna,XLI,2019-02-01
100,0.05611792098534993,15,0.7488271870922901,0.798891345533574,0.3983468018094991,0.2773762395021009,1.7371854804292206,XGBR,optuna,XLE,2019-02-01
67,0.09085457352413413,12,0.6028318652038265,0.7546241313300952,0.40722497440176453,0.1314100753534219,1.10440405489573,XGBR,optuna,XLK,2019-02-01
67,0.06922465598014454,12,0.6020417167660411,0.6549291074219067,0.49542317873409525,0.0006426635951389259,1.9378266475590302,XGBR,optuna,XLF,2019-02-01
70,0.05297548307269496,15,0.6799392727593068,0.7463376368243967,0.010519750169371744,0.0034568282932603,1.2808484446006418,XGBR,optuna,VOX,2019-02-01
69,0.05566003207713902,14,0.7380180583286919,0.7463768939545394,0.3131761820210096,0.05814851271349153,1.4308619587174385,XGBR,optuna,XLU,2019-02-01
79,0.09110137114633328,12,0.8057795683929426,0.694811495734922,0.0024816240657761896,0.05641940678529207,1.9931549983284975,XGBR,optuna,XLY,2019-02-01
84,0.07810066722712859,11,0.6002499096694411,0.6838543139116368,0.3907368022087819,0.04964092958096007,1.6752289911878147,XGBR,optuna,XLV,2019-02-01
86,0.06151382269995417,13,0.7079761604799023,0.7843850734213876,0.46908885274221107,0.0031200134247475917,1.2512626485569498,XGBR,optuna,XLP,2019-02-01
90,0.08759215121644774,8,0.8599824577204701,0.725323091005595,0.028029502233067542,0.03399417009533426,1.0919978498613692,XGBR,optuna,IYR,2019-02-01
71,0.07499682594558683,13,0.601524802177545,0.6751762778576189,0.42668112334685665,0.11294272640521755,1.7298161775788714,XGBR,optuna,SPY,2019-02-01
63,0.06869812397911312,13,0.8282186172765958,0.6290013243738326,0.0006236718078340975,0.49964883128862314,1.4196636210859759,XGBR,optuna,XLE,2019-03-01
64,0.06793136491794721,7,0.8320396040956122,0.6240298902361678,0.09967652462439591,0.056652244849455885,1.9253955719187519,XGBR,optuna,XLB,2019-03-01
69,0.07946249458019965,10,0.8307375366686613,0.7163179083932443,0.2011782744375239,0.054716786696872355,1.1983852528900165,XGBR,optuna,XLI,2019-03-01
60,0.08195614104096308,10,0.6708928573581523,0.6502921062727813,0.09156842023327767,0.13388966328207,1.997660885993763,XGBR,optuna,XLK,2019-03-01
54,0.07998502692388852,10,0.719321883799405,0.7556003058362829,0.4263956358653388,0.02502069333714163,1.8508483656311383,XGBR,optuna,XLV,2019-03-01
64,0.07884447441464648,8,0.6321470479037616,0.6813793190477162,0.30238429647237525,0.03965561779668225,1.8858291991833072,XGBR,optuna,XLF,2019-03-01
63,0.058915518517145646,7,0.6015899804344139,0.7179952068372474,0.002266584480755053,0.004194298002026496,1.193351007126658,XGBR,optuna,VOX,2019-03-01
86,0.09622979509959685,7,0.8454801335823947,0.7642186071742216,0.2799463123569265,0.13054787853715308,1.7434933657129965,XGBR,optuna,XLY,2019-03-01
69,0.09373376061242117,14,0.6176641473176773,0.7566888186320355,0.12491780585512952,0.04410507891617401,1.620565187727401,XGBR,optuna,SPY,2019-03-01
91,0.09432942900903746,10,0.6695643169419931,0.7117036154295389,0.47563474142176115,0.07561888394382844,1.3396348639988576,XGBR,optuna,XLU,2019-03-01
100,0.050750636125722726,13,0.763593587989442,0.7481575481194821,0.0017693646896128562,0.014003495264968413,1.1146300649469898,XGBR,optuna,XLP,2019-03-01
77,0.07795274443108928,6,0.6625288420512433,0.6932178628329639,0.0008374936722114392,0.03663489288937487,1.1005544993671275,XGBR,optuna,IYR,2019-03-01
61,0.09992643934964436,8,0.6087229103224813,0.6559182669019247,0.426274221723383,0.13304828918155787,1.2521819959103107,XGBR,optuna,XLB,2019-04-01
60,0.0800945915504773,6,0.8899137959265881,0.6916374540373287,0.0026242789862162617,0.09139451603416643,1.4655852237315283,XGBR,optuna,XLI,2019-04-01
83,0.09970187281968647,9,0.8385874979385767,0.7474803639215569,0.26571544159997773,0.4138152238039175,1.6829902116235653,XGBR,optuna,XLE,2019-04-01
56,0.08147189125092288,14,0.6232564995425044,0.6356147217462694,0.4303139462922764,0.21138882787480812,1.002912471132038,XGBR,optuna,XLK,2019-04-01
55,0.07549055509518383,11,0.6816624016502177,0.7683654788473041,0.002161898739987511,0.15096450208878087,1.793680207365115,XGBR,optuna,XLY,2019-04-01
60,0.08416387388377948,11,0.8894675803687376,0.6421911287772726,0.00022239656747124244,0.1278348600872589,1.756512825992519,XGBR,optuna,XLP,2019-04-01
72,0.05995191231183896,10,0.6003709622323096,0.6009839354491583,0.11055333970644196,0.0678653581910767,1.4322164249324822,XGBR,optuna,XLF,2019-04-01
67,0.06498769897274739,9,0.7652264118965073,0.6004511413130286,0.29794023458083346,0.08693785613766439,1.5823411895955062,XGBR,optuna,SPY,2019-04-01
69,0.057054481767113474,5,0.6634655742256217,0.678964242133709,0.1907417199363583,0.01706327407056691,1.4048394408391736,XGBR,optuna,VOX,2019-04-01
73,0.0657434980150357,8,0.6338311853027945,0.7205458948822908,0.0816154538874643,0.11222633438004422,1.4237466214502632,XGBR,optuna,XLV,2019-04-01
74,0.05071477239088513,15,0.8978559601393121,0.7975930220097613,0.4572352130140346,0.007916845503025405,1.005854103272003,XGBR,optuna,IYR,2019-04-01
88,0.07895365076798082,7,0.6754432053254352,0.747168494180048,0.0004960198600912624,0.07347306091154965,1.553032094945171,XGBR,optuna,XLU,2019-04-01
69,0.09987678695254401,8,0.6199713384722562,0.6366391695275045,0.2046123034690241,0.30885701662938336,1.987275181923506,XGBR,optuna,XLB,2019-05-01
52,0.08371075479968774,15,0.6905317332533462,0.798007214787695,0.0043616715489080745,0.0031886769628418424,1.0238871646268868,XGBR,optuna,XLI,2019-05-01
52,0.05099830349295517,10,0.8407513109355467,0.7381073231745705,0.05702189256806106,0.017816517236117213,1.6548353307029027,XGBR,optuna,XLE,2019-05-01
65,0.06391429721982182,8,0.6012665436361414,0.7313792991085057,0.35961259028320414,0.14952479590146606,1.1067332610339424,XGBR,optuna,XLK,2019-05-01
65,0.07565098634689463,15,0.7069936893983388,0.6963427787108485,0.1414844783077089,0.00027373405191327693,1.6306093875221985,XGBR,optuna,XLF,2019-05-01
81,0.08770454466614262,12,0.6790454416045161,0.6643310436522115,0.45525872747686963,0.18180322040384703,1.4123620055770005,XGBR,optuna,XLY,2019-05-01
94,0.09975140483526873,10,0.6928246148191098,0.7917446427249238,0.4217974582241657,0.33814968712406207,1.4924570455971962,XGBR,optuna,XLP,2019-05-01
56,0.06982170253999694,9,0.672169906930208,0.7662606273719611,0.4916398737403826,0.11378452124446348,1.1742923081148686,XGBR,optuna,SPY,2019-05-01
68,0.08879497448501765,9,0.7891880601091597,0.744120778642384,0.37689510619002037,0.07385657865380504,1.6228424676609239,XGBR,optuna,VOX,2019-05-01
76,0.09959693965326244,8,0.8478885978625512,0.6942832851920069,0.001312296214110352,0.14663499931321247,1.649716587027132,XGBR,optuna,IYR,2019-05-01
93,0.09895083820193266,6,0.7017221976948586,0.7916802240902081,0.4940599829030054,0.1287210787308425,1.192140661043879,XGBR,optuna,XLV,2019-05-01
86,0.06319258514732415,13,0.6784912333996098,0.6739430864728971,0.0028035833885429184,0.009369731838179376,1.441002620295833,XGBR,optuna,XLU,2019-05-01
81,0.07722224275976569,15,0.8465096240905348,0.7568874581447909,0.17086381269952267,0.14414469970746263,1.464169682419549,XGBR,optuna,XLB,2019-06-03
100,0.05096040340708516,15,0.6740733799269325,0.7926370097123091,0.009539980418412933,0.35377402962705523,1.1752619017810026,XGBR,optuna,XLE,2019-06-03
