date,ETF,Predict_rend,TB3MS,Alfa,Accion,All,Inversion,open,high,low,close,volume,dividend,split,shares_owned,capital,valor_final
2020-02-03,XLY,0.009844301,1.52,0.0011798177845776074,1,0,0.22896980327501346,121.48155124661062,123.1685272848953,121.47191667886965,121.66471099853516,8009500,0.0,0.0,512,0,62292.33203125
2020-03-02,IYR,0.004884794,1.52,-0.0030938703566789627,-1,0,0.0,78.99966681592198,82.09751908063116,78.52650908071944,81.7850570678711,21369400,0.0,0.0,0,0,0.0
2020-03-02,SPY,0.007253331,1.52,-0.0007253331132233143,-1,0,0.0,279.15684264794544,289.4072397582373,275.6464365920588,289.3417053222656,238703600,0.0,0.0,0,0,0.0
2020-03-02,VOX,0.0043309825,1.52,-0.0036476817913353443,-1,0,0.0,86.37998681229651,88.3012499032944,84.95825622921882,88.2916488647461,302500,0.0,0.0,0,0,0.0
2020-03-02,XLB,0.005776924,1.52,-0.00220174016430974,-1,0,0.0,48.77932715800061,50.40163887199355,48.23855658666964,50.39247131347656,16817300,0.0,0.0,0,0,0.0
2020-03-02,XLE,0.0015533912,1.52,-0.0064252730226144195,-1,0,0.0,38.04220321134363,38.76556493006552,36.93250317586107,38.71624374389648,36642700,0.0,0.0,0,0,0.0
2020-03-02,XLF,0.001784499,1.52,-0.006194165209308267,-1,0,0.0,24.434539725495444,25.63608932495117,24.17772135265125,25.63608932495117,127115500,0.0,0.0,0,0,0.0
2020-03-02,XLI,0.0071545774,1.52,-0.0008240868337452412,-1,0,0.0,68.8593291077761,70.60991572430319,67.5929500208301,70.44230651855469,44798900,0.0,0.0,0,0,0.0
2020-03-02,XLK,0.010966229,1.52,0.0029875650070607662,1,0,0.04060965925661055,86.41998679822798,89.82068528087605,84.90215955533631,89.80147552490234,35004300,0.0,0.0,67,0,6016.698860168457
2020-03-02,XLP,0.007619614,1.52,-0.0003590504638850689,-1,0,0.0,51.9631893317158,54.67267820780822,51.9631893317158,54.627967834472656,27103100,0.0,0.0,0,0,0.0
2020-03-02,XLU,0.007273087,1.52,-0.0007055774331092834,-1,0,0.0,54.53289365429941,57.52565912432126,54.40201337815962,57.44712829589844,42175800,0.0,0.0,0,0,0.0
2020-03-02,XLV,0.008311192,1.52,0.0003325273282825947,1,0,0.10705469898435546,86.59778231395855,90.76688888112432,86.2986538155184,90.62667083740234,22359400,0.0,0.0,327,0,29634.921363830566
2020-03-02,XLY,0.009232887,1.52,0.001254222821444273,1,0,0.8523356417590339,111.99591114750064,115.5048201434482,110.42461637142088,115.49517822265624,9511200,0.0,0.0,512,0,59133.53124999999
2020-04-01,IYR,0.0035039056,0.29,-0.003518779389560223,-1,0,0.0,59.78764423458757,62.84327625431832,57.426061424665946,58.57080078125,11527300,0.0,0.0,0,0,0.0
2020-04-01,SPY,0.006384259,0.29,-0.0006384259089827543,-1,0,0.0,233.5011685091165,242.6159890706231,229.65938606099783,231.77801513671875,189554600,0.0,0.0,0,0,0.0
2020-04-01,VOX,0.0033462462,0.29,-0.0036764387972652917,-1,0,0.0,71.24990087527213,71.9816586708318,69.74787828857657,70.38334655761719,521400,0.0,0.0,0,0,0.0
2020-04-01,XLB,0.0048093144,0.29,-0.002213370613753796,-1,0,0.0,40.03526759427909,40.81955129022933,39.57392548598868,39.68464660644531,10240400,0.0,0.0,0,0,0.0
2020-04-01,XLE,-0.0010621023,0.29,0.0,-1,0,0.0,23.63189192979173,23.934432832719477,22.883939801758206,23.211694717407227,23826500,0.0,0.0,0,0,0.0
2020-04-01,XLF,0.00031177225,0.29,-0.006710912747075782,-1,0,0.0,18.2408036045398,18.444302549739408,17.917058490410504,18.083555221557617,79185000,0.0,0.0,0,0,0.0
2020-04-01,XLI,0.0058362735,0.29,-0.0011864114552736288,-1,0,0.0,52.90644622697807,53.54455191868684,52.11819823014222,52.87829208374024,16057100,0.0,0.0,0,0,0.0
2020-04-01,XLK,0.010346365,0.29,0.003323680162429809,1,0,0.48118766764303866,74.92595416245418,76.52896182023356,73.36158136154305,73.9120101928711,27492400,0.0,0.0,67,0,4952.104682922363
2020-04-01,XLP,0.0072219227,0.29,0.00019923774525523134,1,0,0.0,47.656152886679,48.90623821083921,47.53923741996278,48.15978240966797,11979800,0.0,0.0,0,0,0.0
2020-04-01,XLU,0.006582142,0.29,-0.0004405431449413305,-1,0,0.0,46.90073273291044,47.54405315080352,45.01483387683434,45.896095275878906,26710300,0.0,0.0,0,0,0.0
2020-04-01,XLV,0.008014743,0.29,0.0009920582175254817,1,0,0.4865545777656097,80.42410091770597,81.14736984718215,79.26874106096861,80.03897857666016,15255200,0.0,0.0,327,0,26172.74599456787
2020-04-01,XLY,0.00817626,0.29,0.0011535746976733202,1,0,0.03225775459135167,91.39341152069912,92.94327184229678,89.95979349459016,90.76377868652344,6758200,0.0,0.0,512,0,46471.0546875
2020-05-01,IYR,0.004075832,0.14,-0.0037816426251083626,-1,0,0.0,67.07067526498065,67.07968397737731,65.60144367252045,66.223388671875,5740600,0.0,0.0,0,0,0.0
2020-05-01,SPY,0.007143159,0.14,-0.0007143158931285157,-1,0,0.0,268.6515403879242,273.6891745160416,265.0828199000711,266.2786865234375,125180000,0.0,0.0,0,0,0.0
2020-05-01,VOX,0.004225876,0.14,-0.003631598642095925,-1,0,0.0,82.85205000515552,83.78599485909632,82.01437994695597,82.62096405029297,130500,0.0,0.0,0,0,0.0
2020-05-01,XLB,0.005725255,0.14,-0.002132220054045321,-1,0,0.0,47.038437382892745,47.24142902151821,46.429465986777046,46.863128662109375,5067000,0.0,0.0,0,0,0.0
2020-05-01,XLE,0.0007444707,0.14,-0.0071130041382275536,-1,0,0.0,31.27948615131887,31.514795599254384,29.758370862955243,30.128143310546875,29265900,0.0,0.0,0,0,0.0
2020-05-01,XLF,0.00091690855,0.14,-0.006940566271077843,-1,0,0.0,20.581029679504034,20.63652859138334,20.26653290505697,20.40528106689453,37534300,0.0,0.0,0,0,0.0
2020-05-01,XLI,0.0063632266,0.14,-0.0014942482579499497,-1,0,0.0,59.19366451309817,59.35318915305206,58.04882714994644,58.43356704711914,9019200,0.0,0.0,0,0,0.0
2020-05-01,XLK,0.011139792,0.14,0.0032823175657540546,1,0,0.01,86.33045059250732,87.53753181620725,85.51928817911262,85.84761810302734,11995100,0.0,0.0,67,0,5751.790412902832
2020-05-01,XLP,0.0076245014,0.14,-0.0002329734619706883,-1,0,0.0,52.10789579088743,52.54857506261834,51.60426625830227,51.820106506347656,13023600,0.0,0.0,0,0,0.0
2020-05-01,XLU,0.0067589115,0.14,-0.0010985632892698063,-1,0,0.0,49.87058696023421,49.90583822602175,48.96288871755254,49.24489212036133,13459300,0.0,0.0,0,0,0.0
2020-05-01,XLV,0.008756985,0.14,0.0008995101321488605,1,0,0.4257140408380916,92.60700889848758,92.7760857874451,91.06653376194151,91.89313507080078,10102000,0.0,0.0,327,0,30049.055168151855
2020-05-01,XLY,0.009280234,0.14,0.0014227588195353733,1,0,0.5642859591619085,109.4783499572866,110.36952603006134,107.88006102973348,108.72279357910156,6276600,0.0,0.0,512,0,55666.0703125
2020-06-01,IYR,0.0041735373,0.13,-0.003989500692114234,-1,0,0.0,69.72969813196647,71.90198735811154,69.58547622179493,71.39722442626953,6401800,0.0,0.0,0,0,0.0
2020-06-01,SPY,0.0074209436,0.13,-0.0007420943584293127,-1,0,0.0,285.8925023602489,288.33127630811634,285.36520143831785,287.7098083496094,55758300,0.0,0.0,0,0,0.0
2020-06-01,VOX,0.004670779,0.13,-0.003492258721962571,-1,0,0.0,89.60154750973192,91.00728768557036,89.54377967996788,90.90138244628906,301300,0.0,0.0,0,0,0.0
2020-06-01,XLB,0.006155873,0.13,-0.0020071647595614195,-1,0,0.0,51.18129139177388,51.69799226782094,51.10747496961817,51.513458251953125,3233400,0.0,0.0,0,0,0.0
2020-06-01,XLE,0.0008814761,0.13,-0.0072815618477761745,-1,0,0.0,32.523270488743805,33.33004850625615,32.08626492779523,33.14516067504883,23840000,0.0,0.0,0,0,0.0
2020-06-01,XLF,0.0010987171,0.13,-0.007064320845529437,-1,0,0.0,21.737266233002607,22.00551419507207,21.58926796574998,21.903764724731445,52619200,0.0,0.0,0,0,0.0
2020-06-01,XLI,0.006687268,0.13,-0.0014757697936147451,-1,0,0.0,63.43516604976536,64.12019393747599,63.19118263175704,63.6416130065918,12919200,0.0,0.0,0,0,0.0
2020-06-01,XLK,0.011551403,0.13,0.0033883654978126287,1,0,0.3774076131398953,94.161996116567,94.7800211265397,93.74675987229416,94.57723236083984,13359700,0.0,0.0,67,0,6336.6745681762695
2020-06-01,XLP,0.007687534,0.13,-0.0004755037371069193,-1,0,0.0,53.29502492472424,53.83463238073469,53.26804575267527,53.63677597045898,9101400,0.0,0.0,0,0,0.0
2020-06-01,XLU,0.0070067523,0.13,-0.0011562856379896402,-1,0,0.0,52.584863809025016,53.5542533233896,52.28523817349331,53.22818756103516,14556400,0.0,0.0,0,0,0.0
2020-06-01,XLV,0.0089214,0.13,0.0007583617698401213,1,0,0.41395862969982583,96.14821569217052,96.26093599202616,95.1995062093179,95.80066680908205,8436200,0.0,0.0,327,0,31326.818046569828
2020-06-01,XLY,0.009658369,0.13,0.0014953312929719687,1,0,0.20863375716027885,120.4436231723122,121.87724848891472,120.34675829464148,121.44135284423828,3331300,0.0,0.0,512,0,62177.97265625
2020-07-01,IYR,0.0043094205,0.16,-0.003928923094645143,-1,0,0.0,71.69911643220613,73.42309057055878,71.59931385205687,73.11459350585938,6281500,0.0,0.0,0,0,0.0
2020-07-01,SPY,0.0074894032,0.16,-0.0007489403244107969,-1,0,0.0,292.777879109062,294.9720413593825,292.3050008066068,293.67633056640625,72396500,0.0,0.0,0,0,0.0
2020-07-01,VOX,0.004647715,0.16,-0.0035906285513192422,-1,0,0.0,89.94064095169816,92.00624425831816,89.69933208537188,91.70702362060548,332900,0.0,0.0,0,0,0.0
2020-07-01,XLB,0.0062593063,0.16,-0.001979037234559656,-1,0,0.0,52.33459990766834,52.56653839397055,51.67589545595415,52.39026641845703,8146100,0.0,0.0,0,0,0.0
2020-07-01,XLE,0.00080507534,0.16,-0.0074332682299427695,-1,0,0.0,32.344504966337084,32.77860084117009,31.39119415016237,31.433752059936523,24573400,0.0,0.0,0,0,0.0
2020-07-01,XLF,0.001061509,0.16,-0.007176834554411472,-1,0,0.0,21.63390176568129,21.73630032084256,21.28947316737512,21.35463523864746,60500300,0.0,0.0,0,0,0.0
2020-07-01,XLI,0.0067744046,0.16,-0.0014639390166848905,-1,0,0.0,65.39456225903751,65.9223987476658,64.40488232623733,64.46143341064453,9789000,0.0,0.0,0,0,0.0
2020-07-01,XLK,0.01191815,0.16,0.003679806319996714,1,0,0.2179806040411666,101.24822368876475,101.9357346662131,100.78343107279044,101.34506225585938,10854600,0.0,0.0,67,0,6790.119171142578
2020-07-01,XLP,0.007623878,0.16,-0.0006144657265394933,-1,0,0.0,53.24809260257451,53.52906250609664,53.16652091816181,53.19371032714844,7261600,0.0,0.0,0,0,0.0
2020-07-01,XLU,0.0066484185,0.16,-0.0015899250749498613,-1,0,0.0,50.18919498604588,51.53989611869251,50.10033445211089,51.31774139404297,19888700,0.0,0.0,0,0,0.0
2020-07-01,XLV,0.008701135,0.16,0.00046279183588921954,1,0,0.536467663316004,94.83872039634451,95.5178928036798,94.24444813830496,95.1217041015625,10932800,0.0,0.0,327,0,31104.797241210938
2020-07-01,XLY,0.009794085,0.16,0.001555741718038916,1,0,0.24555173264282942,124.17094319366376,125.76325120853238,124.0738526869095,125.24866485595705,5586300,0.0,0.0,512,0,64127.31640625001
2020-08-03,IYR,0.004535052,0.13,-0.004050421435385943,-1,0,0.0,74.54821228591318,74.56635632103823,73.17810572814284,73.48660278320312,3616900,0.0,0.0,0,0,0.0
2020-08-03,SPY,0.007804976,0.13,-0.0007804975844919685,-1,0,0.0,310.51081550674945,311.74028754847285,309.95282257321645,310.955322265625,53077900,0.0,0.0,0,0,0.0
2020-08-03,VOX,0.0050680027,0.13,-0.0035174706950783733,-1,0,0.0,96.63937764072408,96.96755416482029,96.0409289998777,96.71659088134766,106600,0.0,0.0,0,0,0.0
2020-08-03,XLB,0.006656452,0.13,-0.0019290213473141197,-1,0,0.0,56.28682619807085,56.30538170036196,55.6745087788649,55.68378829956055,5538900,0.0,0.0,0,0,0.0
2020-08-03,XLE,0.0004816449,0.13,-0.008103828522143886,-1,0,0.0,30.65919308005925,30.948591475199883,30.403842318926007,30.778356552124023,21103400,0.0,0.0,0,0,0.0
2020-08-03,XLF,0.0012943395,0.13,-0.007291133888065815,-1,0,0.0,22.46239099196731,22.61133513203509,22.30413950770752,22.434465408325195,42982100,0.0,0.0,0,0,0.0
2020-08-03,XLI,0.0070041837,0.13,-0.00158128971233964,-1,0,0.0,67.69439801018298,68.12797307619422,67.27025052136212,67.892333984375,12737000,0.0,0.0,0,0,0.0
2020-08-03,XLK,0.012192937,0.13,0.0036074631847441193,1,0,0.4372091918808256,108.38477222381545,109.9147296803076,108.33635294962184,109.56613159179688,12163500,0.0,0.0,67,0,7340.930816650391
2020-08-03,XLP,0.008001864,0.13,-0.000583609472960234,-1,0,0.0,56.85536977058302,56.88255918078605,56.393132509866575,56.67409896850586,8614400,0.0,0.0,0,0,0.0
2020-08-03,XLU,0.007081683,0.13,-0.0015037906356155876,-1,0,0.0,54.01915072818237,54.02803542681367,53.18384668471404,53.468204498291016,9651900,0.0,0.0,0,0,0.0
2020-08-03,XLV,0.008982155,0.13,0.0003966811113059517,1,0,0.013893072669722948,100.16833524380642,100.90410299423549,99.9891071826862,100.5739517211914,8811800,0.0,0.0,327,0,32887.68221282959
2020-08-03,XLY,0.010179467,0.13,0.0015939931385219094,1,0,0.5488977354494514,133.44323393421416,133.48206421173467,132.5693971318517,132.73446655273438,2794400,0.0,0.0,512,0,67960.046875
2020-09-01,IYR,0.004529118,0.1,-0.004376794584095478,-1,0,0.0,74.39396764213419,74.77506166073778,73.85863199615768,74.71154022216797,3026500,0.0,0.0,0,0,0.0
2020-09-01,SPY,0.008096284,0.1,-0.0008096284233033661,-1,0,0.0,331.21338294508377,333.5777742462066,330.29599796576014,333.4737548828125,54908700,0.0,0.0,0,0,0.0
2020-09-01,VOX,0.0054221908,0.1,-0.003483721893280745,-1,0,0.0,104.45778679011684,105.30719137740708,104.25508821920084,105.2589340209961,95200,0.0,0.0,0,0,0.0
2020-09-01,XLB,0.006832199,0.1,-0.0020737134851515297,-1,0,0.0,58.43922348563376,60.14629091324811,58.20728499568127,60.08134841918945,9232800,0.0,0.0,0,0,0.0
2020-09-01,XLE,0.0004270126,0.1,-0.008478900062618778,-1,0,0.0,30.208073677693577,30.27616569961254,29.76546417085633,30.13997840881348,18260500,0.0,0.0,0,0,0.0
2020-09-01,XLF,0.0014959298,0.1,-0.007409982872195542,-1,0,0.0,23.207101082188856,23.47705841127644,23.132629911178547,23.39327812194824,42036100,0.0,0.0,0,0,0.0
2020-09-01,XLI,0.0073671583,0.1,-0.0015387543477118019,-1,0,0.0,73.10466338817776,74.15090144303483,72.84074877814781,74.08492279052734,14431600,0.0,0.0,0,0,0.0
2020-09-01,XLK,0.012678964,0.1,0.0037730514071881768,1,0,0.24309416843421677,120.7115813528511,122.0769178345633,119.95628050019184,121.92198944091795,12806300,0.0,0.0,67,0,8168.773292541503
2020-09-01,XLP,0.008183415,0.1,-0.0007224976085126403,-1,0,0.0,59.42940908451373,59.5291082045771,59.03061260426026,59.50191879272461,9723000,0.0,0.0,0,0,0.0
2020-09-01,XLU,0.0069212173,0.1,-0.0019846953451633457,-1,0,0.0,52.48183821363457,52.51738039660052,51.84203146287398,52.04641342163086,13310200,0.0,0.0,0,0,0.0
2020-09-01,XLV,0.009065661,0.1,0.0001597479917109009,1,0,0.3160502754024552,101.9888907991198,102.14924895901784,100.59281332114912,101.2059555053711,10999300,0.0,0.0,327,0,33094.34745025635
2020-09-01,XLY,0.010574969,0.1,0.0016690568067133423,1,0,0.44085555616332806,145.86127185918426,147.33707404728153,145.6573870053711,147.24969482421875,4952200,0.0,0.0,512,0,75391.84375
2020-10-01,IYR,0.004370672,0.11,-0.004247096180915833,-1,0,0.0,73.13811227545908,74.35220690741265,72.85512184276057,74.2883071899414,18707600,0.0,0.0,0,0,0.0
2020-10-01,SPY,0.007834335,0.11,-0.0007834334857761867,-1,0,0.0,320.65097973182515,321.6479876742806,318.1062130198983,320.0337829589844,88698700,0.0,0.0,0,0,0.0
2020-10-01,VOX,0.0050751795,0.11,-0.003542588837444783,-1,0,0.0,99.3508828859643,100.27966615935546,99.3508828859643,100.19258880615234,95400,0.0,0.0,0,0,0.0
2020-10-01,XLB,0.006882561,0.11,-0.0017352074384689338,-1,0,0.0,59.599901545469855,59.87953753822159,58.28560917934856,58.48135757446289,14577400,0.0,0.0,0,0,0.0
2020-10-01,XLE,-0.00047395346,0.11,0.0,-1,0,0.0,25.626477260603973,25.73894925394944,24.960292295632645,25.116024017333984,28365200,0.0,0.0,0,0,0.0
2020-10-01,XLF,0.0012942592,0.11,-0.007323509128764272,-1,0,0.0,22.623377011116627,22.773138569176183,22.389374353486254,22.567216873168945,65766100,0.0,0.0,0,0,0.0
2020-10-01,XLI,0.0072895065,0.11,-0.0013282618485391147,-1,0,0.0,73.35093849864698,73.68212112616095,72.11139316176799,72.62235260009766,14045400,0.0,0.0,0,0,0.0
2020-10-01,XLK,0.012294939,0.11,0.0036771704442799084,1,0,0.2053316386732383,114.82615316212254,114.98143210954696,113.71981657610053,114.44766998291016,13538200,0.0,0.0,67,0,7667.9938888549805
2020-10-01,XLP,0.008041357,0.11,-0.0005764116533100612,-1,0,0.0,58.78036347193547,58.908007567694256,58.269783610859584,58.771244049072266,9262900,0.0,0.0,0,0,0.0
2020-10-01,XLU,0.0069461297,0.11,-0.0016716386191546924,-1,0,0.0,53.3544407749494,53.89219967365656,53.24689036279435,53.75775909423828,13071000,0.0,0.0,0,0,0.0
2020-10-01,XLV,0.00888965,0.11,0.0002718816511332982,1,0,0.33152891230484854,100.3582928474304,100.7655222147439,99.12713227870358,99.55330657958984,9113200,0.0,0.0,327,0,32553.93125152588
2020-10-01,XLY,0.010406971,0.11,0.0017892026342451565,1,0,0.4631394490219131,144.4207457539815,145.0045450748906,143.50614859295294,144.8780517578125,3879400,0.0,0.0,512,0,74177.5625
2020-11-02,IYR,0.0041595683,0.1,-0.0042306347750127316,-1,0,0.0,71.53146521562051,72.55386742190571,71.09329085162823,72.53560638427734,6576200,0.0,0.0,0,0,0.0
2020-11-02,SPY,0.0076274574,0.1,-0.00076274573802948,-1,0,0.0,313.53887939453125,315.5898652643742,310.728213319486,313.53887939453125,86068300,0.0,0.0,0,0,0.0
2020-11-02,VOX,0.005093004,0.1,-0.0032971990294754505,-1,0,0.0,99.95070901971243,101.0052697780036,98.74135475364751,99.5346908569336,103800,0.0,0.0,0,0,0.0
2020-11-02,XLB,0.0067923097,0.1,-0.0015978934243321419,-1,0,0.0,59.7770072448136,61.06334071449677,59.618548142804094,60.84894943237305,7934200,0.0,0.0,0,0,0.0
2020-11-02,XLE,-0.00073382753,0.1,0.0,-1,0,0.0,25.18523506257839,26.03310583945719,24.718039950712694,25.695688247680664,41893100,0.0,0.0,0,0,0.0
2020-11-02,XLF,0.0012332147,0.1,-0.007156988373026252,-1,0,0.0,22.707619506498855,22.857381073764085,22.426815228902534,22.754419326782227,65136000,0.0,0.0,0,0,0.0
2020-11-02,XLI,0.0071527096,0.1,-0.0012374934740364552,-1,0,0.0,72.85891837272217,73.87137318342393,72.3290376401182,73.72943878173828,14166800,0.0,0.0,0,0,0.0
2020-11-02,XLK,0.011895901,0.1,0.003505697473883629,1,0,0.39152003019433707,108.41133784852582,109.29447020252158,106.82947244363184,107.85816955566406,12019900,0.0,0.0,67,0,7226.497360229492
2020-11-02,XLP,0.0078086196,0.1,-0.0005815834738314152,-1,0,0.0,57.5768640430565,57.93244506114185,57.22127954692998,57.66803741455078,10935100,0.0,0.0,0,0,0.0
2020-11-02,XLU,0.00721519,0.1,-0.001175012905150652,-1,0,0.0,56.67060142987426,57.21732136837627,56.10595585514663,57.13665771484375,14955900,0.0,0.0,0,0,0.0
2020-11-02,XLV,0.008604348,0.1,0.00021414458751678467,1,0,0.4196692112236079,97.69709390794893,98.23690887243016,96.98681067966444,98.00961303710938,10287300,0.0,0.0,327,0,32049.143463134766
2020-11-02,XLY,0.010168259,0.1,0.001778055913746357,1,0,0.188810758582055,140.92770914981955,141.42394299220308,138.5633532418713,140.10067749023438,3990900,0.0,0.0,512,0,71731.546875
2020-12-01,IYR,0.0045927977,0.09,-0.004376650601625443,-1,0,0.0,77.75716177104268,78.04014522051254,77.3920175676499,77.702392578125,4831100,0.0,0.0,0,0,0.0
2020-12-01,SPY,0.008154044,0.09,-0.0008154043927788741,-1,0,0.0,347.12423696025195,349.1277576005786,346.51651588896283,347.551513671875,74231400,0.0,0.0,0,0,0.0
2020-12-01,VOX,0.0057030194,0.09,-0.0032664288766682155,-1,0,0.0,112.14101463399015,114.04695090499403,112.14101463399015,113.43743896484376,101200,0.0,0.0,0,0,0.0
2020-12-01,XLB,0.007396843,0.09,-0.0015726055018603809,-1,0,0.0,67.29924283710461,67.42042331561183,66.5908348449674,66.89842987060547,5237100,0.0,0.0,0,0,0.0
2020-12-01,XLE,0.00062589144,0.09,-0.008343556884210557,-1,0,0.0,32.68630599054241,32.867995224077546,31.89899697982431,31.950908660888672,34467800,0.0,0.0,0,0,0.0
2020-12-01,XLF,0.0020846727,0.09,-0.006884775636717678,-1,0,0.0,26.582699956827504,26.741821825892995,26.47974000764289,26.498458862304688,53972100,0.0,0.0,0,0,0.0
2020-12-01,XLI,0.007932323,0.09,-0.0010371252894401557,-1,0,0.0,84.22303071033545,84.6204413140025,83.04971290081669,83.08756256103516,14520400,0.0,0.0,0,0,0.0
2020-12-01,XLK,0.012422306,0.09,0.0034528581425547593,1,0,0.028850385353679495,120.82366495964096,122.03675396525983,120.31902319111089,121.36712646484376,11340600,0.0,0.0,67,0,8131.597473144532
2020-12-01,XLP,0.008162655,0.09,-0.0008067933842539794,-1,0,0.0,61.27855348995008,61.6067831724132,61.16002880975915,61.54296112060547,12126200,0.0,0.0,0,0,0.0
2020-12-01,XLU,0.007218539,0.09,-0.0017509095370769508,-1,0,0.0,56.74230611942738,57.51308799246853,56.67956809974921,56.71541595458984,15087400,0.0,0.0,0,0,0.0
2020-12-01,XLV,0.008979142,0.09,9.69339162111213e-06,1,0,0.44497490259367034,104.93252766120642,105.94586493090104,104.6200012594768,104.79994201660156,12682400,0.0,0.0,327,0,34269.58103942871
2020-12-01,XLY,0.010636328,0.09,0.0016668794676661484,1,0,0.5261747120526502,154.20902657476032,154.8609274004208,153.23603760870586,154.150634765625,4368700,0.0,0.0,512,0,78925.125
2021-01-04,IYR,0.004700795,0.09,-0.004439053125679493,-1,0,0.0,78.94237398159703,79.06189752833532,76.04616391019209,76.07374572753906,14744100,0.0,0.0,0,0,0.0
2021-01-04,SPY,0.008308953,0.09,-0.0008308952674269676,-1,0,0.0,357.8918343444799,358.0253509032989,347.8886852899439,351.6744384765625,110210800,0.0,0.0,0,0,0.0
2021-01-04,VOX,0.005913491,0.09,-0.0032263570465147495,-1,0,0.0,117.02156140036372,117.02156140036372,113.3382823638498,114.72435760498048,204700,0.0,0.0,0,0,0.0
