XLK,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
XLB,2020-03-02 00:00:00,selectkbest,PPO_3m,PPO_6m,PPO_12m,PPO_24m,ROC_24m,PPO_48m,ROC_48m,ADX_48m,momentum_diff_ROC_24m_48m,bollinger_low_24
XLI,2020-03-02 00:00:00,selectkbest,skewness_6m,skewness_12m,skewness_24m,MACD_3m,MACD_6m,MACD_12m,MACD_24m,MACD_48m,ROC_48m,momentum_diff_ROC_24m_48m
XLK,2020-03-02 00:00:00,selectkbest,skewness_6m,skewness_24m,MACD_3m,MACD_6m,MACD_12m,ROC_12m,RSI_24m,MACD_24m,MACD_48m,momentum_diff_ADX_24m_48m
XLF,2020-03-02 00:00:00,shap,CPIAUCSL,open,price_oscillator,momentum_diff_ROC_3m_6m,obv,bollinger_high_3,volume,BOPGSTB,ADX_6m,skewness_3m
XLF,2020-03-02 00:00:00,causal,CPIAUCSL,price_oscillator,bollinger_low_6,adl,obv,ADX_24m,momentum_diff_ROC_3m_6m,ROC_6m,BOPGSTB,bollinger_high_3
XLF,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
XLP,2020-03-02 00:00:00,shap,ADX_3m,bollinger_low_3,kurtosis_6m,momentum_diff_ADX_3m_6m,bollinger_high_12,ROC_6m,price_oscillator,bollinger_low_12,volume,ADX_48m
XLP,2020-03-02 00:00:00,causal,bollinger_low_3,skewness_12m,bollinger_low_12,ADX_3m,PPO_3m,momentum_diff_ROC_6m_12m,bollinger_high_12,obv,adl,RSI_6m
XLP,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
XLF,2020-03-02 00:00:00,selectkbest,MACD_3m,ADX_3m,MACD_6m,MACD_12m,ADX_12m,RSI_24m,MACD_24m,ADX_24m,MACD_48m,price_oscillator
XLY,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
XLY,2020-03-02 00:00:00,causal,CPIAUCSL,bollinger_high_6,bollinger_high_12,bollinger_low_6,ROC_12m,ADX_6m,bollinger_low_3,obv,ADX_3m,price_oscillator
XLY,2020-03-02 00:00:00,shap,CPIAUCSL,obv,MACD_3m,momentum_diff_ADX_3m_6m,bollinger_high_12,bollinger_high_6,ROC_24m,price_oscillator,bollinger_low_3,ADX_6m
XLV,2020-03-02 00:00:00,shap,bollinger_high_3,PPO_3m,momentum_diff_ROC_12m_24m,bollinger_high_24,price_oscillator,BOPGSTB,RSI_12m,adl,kurtosis_6m,open
XLV,2020-03-02 00:00:00,causal,bollinger_high_3,skewness_24m,PPO_3m,BOPGSTB,kurtosis_6m,ADX_12m,ADX_48m,kurtosis_12m,skewness_48m,ROC_24m
XLV,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
XLP,2020-03-02 00:00:00,selectkbest,kurtosis_24m,MACD_3m,ADX_3m,MACD_6m,MACD_12m,MACD_24m,RSI_48m,MACD_48m,momentum_diff_ADX_3m_6m,bollinger_low_3
XLY,2020-03-02 00:00:00,selectkbest,skewness_24m,MACD_3m,ROC_3m,MACD_6m,MACD_12m,RSI_24m,MACD_24m,RSI_48m,MACD_48m,momentum_diff_ROC_24m_48m
XLU,2020-03-02 00:00:00,shap,bollinger_high_6,MACD_3m,volume,bollinger_high_48,momentum_diff_RSI_12m_24m,low,kurtosis_12m,momentum_diff_RSI_3m_6m,kurtosis_24m,skewness_3m
XLU,2020-03-02 00:00:00,causal,bollinger_high_6,momentum_diff_ROC_3m_6m,volume,momentum_diff_RSI_12m_24m,skewness_3m,ADX_3m,price_oscillator,bollinger_high_48,momentum_diff_ADX_6m_12m,momentum_diff_RSI_6m_12m
XLV,2020-03-02 00:00:00,selectkbest,kurtosis_6m,MACD_3m,MACD_6m,MACD_12m,MACD_24m,ROC_24m,MACD_48m,momentum_diff_ROC_12m_24m,bollinger_high_3,PPIACO
XLU,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
IYR,2020-03-02 00:00:00,shap,momentum_diff_ROC_12m_24m,kurtosis_6m,PPO_3m,ROC_12m,bollinger_high_3,skewness_24m,volume,open,bollinger_low_3,bollinger_low_12
IYR,2020-03-02 00:00:00,causal,CPIAUCSL,obv,momentum_diff_ROC_12m_24m,volume,bollinger_low_6,RSI_24m,kurtosis_6m,ROC_12m,price_oscillator,ADX_6m
XLU,2020-03-02 00:00:00,selectkbest,MACD_3m,MACD_6m,MACD_12m,MACD_24m,MACD_48m,momentum_diff_ROC_3m_6m,momentum_diff_ADX_3m_6m,momentum_diff_ROC_6m_12m,momentum_diff_RSI_24m_48m,bollinger_high_6
VOX,2020-03-02 00:00:00,shap,skewness_6m,ADX_12m,skewness_3m,MACD_3m,bollinger_high_12,ROC_12m,volume,bollinger_high_6,open,momentum_diff_ADX_3m_6m
VOX,2020-03-02 00:00:00,causal,CPIAUCSL,skewness_6m,RSI_6m,skewness_3m,ADX_12m,ROC_12m,bollinger_high_6,adl,low,price_oscillator
IYR,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
VOX,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
SPY,2020-03-02 00:00:00,shap,bollinger_high_6,kurtosis_48m,CPIAUCSL,kurtosis_6m,bollinger_high_12,skewness_48m,price_oscillator,skewness_6m,MACD_3m,ROC_6m
IYR,2020-03-02 00:00:00,selectkbest,skewness_6m,kurtosis_6m,skewness_12m,ROC_12m,RSI_24m,MACD_24m,MACD_48m,momentum_diff_ROC_6m_12m,momentum_diff_ROC_12m_24m,price_oscillator
